粤B2G4K9,114.026703,22.61705,2016-10-31 23:59:58,1532464,0,238,0,,,1,黄色,
粤B2F4F7,114.117516,22.546551,2016-10-31 23:59:58,1556370,31,77,0,,,0,蓝色,
粤B7MQ00,114.117485,22.551317,2016-11-01 00:00:01,1379724,10,180,0,,,1,蓝色,
粤B1X1U5,113.960503,22.5849,2016-11-01 00:00:00,1661994,5,0,0,,,0,蓝色,
粤B2B7C3,113.813454,22.624718,2016-10-31 23:59:59,1531406,0,18,0,,,0,黄色,
粤B2A1S5,114.021004,22.611099,2016-10-31 23:58:47,1656781,0,0,0,,,0,蓝色,
粤SJ831G,113.98098,22.981133,2016-11-01 00:00:01,1453915,54,152,0,,,0,,
粤B0AJ47,114.050682,22.521151,2016-10-31 23:59:58,1343650,31,88,0,,,0,蓝色,
粤BBM713,114.213387,22.647734,2016-11-01 00:00:02,1599963,0,208,0,,,0,黄色,
粤BJ58E7,113.920036,22.51115,2016-11-01 00:00:00,1498929,42,180,0,,,1,蓝色,
粤BR6987,113.920349,22.563988,2016-10-31 23:59:58,1617023,0,0,0,,,0,黄色,
粤B8HL93,113.962051,22.534901,2016-11-01 00:00:00,1370217,25,180,0,,,1,蓝色,
粤B0G4G3,114.1203,22.547117,2016-10-31 23:59:59,1556404,48,258,0,,,0,蓝色,
粤B0V4M7,113.813599,22.623501,2016-10-31 23:58:47,1569091,0,0,0,,,0,蓝色,
粤B142ZC,113.894402,22.583599,2016-10-31 23:59:59,1455036,0,0,0,,,0,蓝色,
